-0.000000	43.029221
0.000201	39.085853
0.000402	31.037760
0.000603	26.413708
0.000804	43.375224
0.001005	33.907125
0.001206	44.604501
0.001407	54.285916
0.001608	13.852266
0.001809	29.426734
0.002010	36.581194
0.002211	32.603630
0.002412	23.457158
0.002612	43.351884
0.002813	52.446671
0.003014	14.998745
0.003215	20.743823
0.003416	51.669594
0.003617	50.065759
0.003818	23.938926
0.004019	20.205500
0.004220	52.147892
0.004421	42.250981
0.004622	54.104686
0.004823	13.854720
0.005024	29.378926
0.005225	33.511567
0.005426	55.200634
0.005627	16.248320
0.005828	47.382490
0.006029	48.380144
0.006230	34.774125
0.006431	13.446959
0.006632	50.230094
0.006833	10.921915
0.007034	43.640083
0.007235	45.243322
0.007436	31.635859
0.007636	23.487801
0.007837	43.134124
0.008038	23.087194
0.008239	15.634372
0.008440	51.473083
0.008641	38.806246
0.008842	37.964465
0.009043	39.530982
0.009244	29.132535
0.009445	39.667488
0.009646	56.557540
0.009847	42.706898
0.010048	14.146881
0.010249	54.843910
0.010450	16.849552
0.010651	37.959802
0.010852	57.817974
0.011053	12.416706
0.011254	26.356962
0.011455	30.589599
0.011656	34.205582
0.011857	25.864810
0.012058	32.118229
0.012259	44.054369
0.012460	40.618208
0.012660	25.762975
0.012861	26.506979
0.013062	30.199897
0.013263	56.717903
0.013464	42.144371
0.013665	35.051103
0.013866	11.730883
0.014067	15.992374
0.014268	43.898131
0.014469	19.034143
0.014670	18.157468
0.014871	47.690901
0.015072	42.885726
0.015273	19.344078
0.015474	37.164953
0.015675	52.779013
0.015876	42.718815
0.016077	57.554044
0.016278	55.898096
0.016479	12.768172
0.016680	44.278239
0.016881	18.666016
0.017082	14.304347
0.017283	45.211322
0.017484	37.978096
0.017684	46.114889
0.017885	52.177041
0.018086	14.886637
0.018287	36.326528
0.018488	42.665929
0.018689	45.521488
0.018890	57.693774
0.019091	43.605427
0.019292	25.055728
0.019493	28.120754
0.019694	37.036648
0.019895	52.427696
0.020096	31.285255
0.020297	49.582742
0.020498	12.426356
0.020699	39.002588
0.020900	57.308361
0.021101	25.511192
0.021302	50.699857
0.021503	22.632095
0.021704	17.387796
0.021905	38.851624
0.022106	10.448609
0.022307	55.496209
0.022508	42.091922
0.022708	45.864974
0.022909	22.099807
0.023110	48.719718
0.023311	40.387955
0.023512	20.011754
0.023713	57.297572
0.023914	33.614208
0.024115	15.727148
0.024316	42.721841
0.024517	47.530781
0.024718	26.041819
0.024919	48.277404
0.025120	12.575328
0.025321	37.965742
0.025522	46.175013
0.025723	39.237671
0.025924	48.274199
0.026125	44.345961
0.026326	22.488849
0.026527	48.557020
0.026728	33.680216
0.026929	47.496148
0.027130	21.029584
0.027331	57.268228
0.027532	31.107884
0.027732	48.108261
0.027933	37.077987
0.028134	27.140178
0.028335	13.142517
0.028536	24.025561
0.028737	16.177778
0.028938	37.118431
0.029139	50.923459
0.029340	38.684590
0.029541	13.667189
0.029742	23.088327
0.029943	32.878443
0.030144	37.671953
0.030345	50.981736
0.030546	42.032207
0.030747	39.841882
0.030948	52.182615
0.031149	52.231873
0.031350	25.698765
0.031551	19.928503
0.031752	31.578479
0.031953	52.978532
0.032154	24.188914
0.032355	15.212603
0.032556	44.917917
0.032756	41.368059
0.032957	45.295732
0.033158	54.339591
0.033359	46.047465
0.033560	43.253482
0.033761	51.127819
0.033962	41.095498
0.034163	26.061497
0.034364	29.424434
0.034565	55.037457
0.034766	46.011941
0.034967	49.473105
0.035168	37.301532
0.035369	28.432608
0.035570	19.666487
0.035771	53.528669
0.035972	30.916218
0.036173	21.624003
0.036374	34.558218
0.036575	12.977021
0.036776	57.271375
0.036977	13.628755
0.037178	51.430421
0.037379	22.752813
0.037580	53.065315
0.037780	13.700890
0.037981	24.782747
0.038182	50.503679
0.038383	48.384672
0.038584	29.326713
0.038785	50.130816
0.038986	30.875080
0.039187	40.280899
0.039388	35.510810
0.039589	44.328027
0.039790	49.025293
0.039991	24.202481
0.040192	51.577404
0.040393	57.253300
0.040594	38.826852
0.040795	20.440278
0.040996	51.111523
0.041197	20.037892
0.041398	44.371208
0.041599	16.510935
0.041800	56.814902
0.042001	50.628504
0.042202	36.391368
0.042403	30.357991
0.042604	42.664384
0.042804	34.953587
0.043005	54.966311
0.043206	19.742004
0.043407	21.108962
0.043608	23.334878
0.043809	26.352978
0.044010	54.467504
0.044211	43.996250
0.044412	24.450756
0.044613	44.164731
0.044814	44.498003
0.045015	52.378719
0.045216	53.110992
0.045417	12.249297
0.045618	18.525106
0.045819	47.886559
0.046020	36.665271
0.046221	13.860664
0.046422	24.119010
0.046623	37.325353
0.046824	24.037244
0.047025	14.243960
0.047226	33.592751
0.047427	30.669678
0.047628	52.858329
0.047828	36.517050
0.048029	32.603171
0.048230	16.549881
0.048431	32.122096
0.048632	23.242183
0.048833	39.979391
0.049034	39.426564
0.049235	37.111693
0.049436	39.025045
