0	 0.410000	 23.000000
1	 0.325000	 26.000000
2	 1.610000	 39.000000
3	 1.610000	 41.000000
4	 2.880000	 41.000000
5	 6.865000	 41.000000
6	 7.500000	 42.000000
7	 7.470000	 42.000000
8	 8.780000	 41.000000
9	 10.000000	 46.000000
10	 10.955000	 42.000000
11	 10.875000	 45.000000
12	 14.710000	 44.000000
13	 14.295000	 43.000000
14	 12.275000	 44.000000
15	 14.470000	 44.000000
16	 12.290000	 44.000000
17	 12.255000	 45.000000
18	 14.565000	 45.000000
19	 12.580000	 45.000000
20	 12.380000	 46.000000
21	 13.515000	 46.000000
22	 11.240000	 46.000000
23	 15.540000	 46.000000
24	 14.075000	 44.000000
25	 16.915000	 46.000000
26	 13.395000	 45.000000
27	 14.130000	 47.000000
28	 14.620000	 46.000000
29	 13.470000	 46.000000
30	 13.670000	 46.000000
31	 13.130000	 46.000000
32	 14.450000	 45.000000
33	 15.270000	 46.000000
34	 12.070000	 46.000000
35	 13.395000	 47.000000
36	 14.120000	 47.000000
37	 14.795000	 45.000000
38	 11.460000	 45.000000
39	 14.700000	 47.000000
40	 14.695000	 45.000000
41	 13.440000	 46.000000
42	 14.390000	 46.000000
43	 15.875000	 45.000000
44	 11.820000	 45.000000
45	 15.805000	 46.000000
46	 17.005000	 45.000000
47	 15.160000	 46.000000
48	 16.305000	 45.000000
49	 11.395000	 46.000000
50	 14.810000	 45.000000
51	 16.735000	 45.000000
52	 13.535000	 45.000000
53	 16.310000	 44.000000
54	 13.985000	 45.000000
55	 18.800000	 48.000000
56	 16.680000	 46.000000
57	 16.840000	 45.000000
58	 14.965000	 46.000000
59	 14.765000	 46.000000
60	 16.615000	 45.000000
61	 14.225000	 46.000000
62	 17.105000	 45.000000
63	 15.455000	 46.000000
64	 16.120000	 49.000000
65	 17.045000	 46.000000
66	 17.865000	 48.000000
67	 15.955000	 46.000000
68	 16.235000	 46.000000
69	 16.265000	 45.000000
70	 14.915000	 45.000000
71	 16.300000	 45.000000
72	 16.420000	 45.000000
73	 16.970000	 48.000000
74	 14.860000	 48.000000
75	 14.815000	 46.000000
76	 16.015000	 45.000000
77	 14.630000	 46.000000
78	 13.575000	 45.000000
79	 15.585000	 45.000000
80	 16.640000	 47.000000
81	 16.005000	 46.000000
82	 15.635000	 45.000000
83	 15.295000	 51.000000
84	 14.795000	 46.000000
85	 14.105000	 47.000000
86	 15.165000	 50.000000
87	 15.625000	 50.000000
88	 13.265000	 48.000000
89	 14.160000	 52.000000
90	 14.470000	 51.000000
91	 13.775000	 50.000000
92	 17.490000	 52.000000
93	 17.750000	 52.000000
94	 14.980000	 51.000000
95	 19.545000	 52.000000
96	 15.395000	 52.000000
97	 17.060000	 53.000000
98	 15.865000	 51.000000
99	 17.330000	 51.000000
100	 17.790000	 53.000000
101	 17.045000	 51.000000
102	 16.835000	 51.000000
103	 16.155000	 52.000000
104	 18.260000	 53.000000
105	 17.455000	 52.000000
106	 19.665000	 53.000000
107	 19.765000	 52.000000
108	 21.930000	 52.000000
109	 18.230000	 53.000000
110	 19.460000	 53.000000
111	 18.285000	 54.000000
112	 16.815000	 52.000000
113	 17.980000	 52.000000
114	 18.550000	 52.000000
115	 16.595000	 52.000000
116	 17.300000	 51.000000
117	 18.835000	 53.000000
118	 19.015000	 53.000000
119	 21.460000	 52.000000
120	 19.085000	 52.000000
121	 15.030000	 51.000000
122	 18.430000	 51.000000
123	 19.105000	 52.000000
124	 17.065000	 50.000000
125	 16.800000	 52.000000
126	 17.500000	 53.000000
127	 17.805000	 52.000000
128	 21.250000	 53.000000
129	 18.745000	 54.000000
130	 19.210000	 51.000000
131	 17.570000	 52.000000
132	 18.250000	 51.000000
133	 18.035000	 52.000000
134	 17.410000	 53.000000
135	 17.685000	 51.000000
136	 15.420000	 53.000000
137	 15.045000	 53.000000
138	 17.500000	 51.000000
139	 18.170000	 52.000000
140	 20.100000	 53.000000
141	 18.470000	 53.000000
142	 16.990000	 52.000000
143	 16.900000	 54.000000
144	 19.410000	 54.000000
145	 20.840000	 53.000000
146	 18.170000	 52.000000
147	 17.705000	 53.000000
148	 18.985000	 53.000000
149	 18.965000	 52.000000
150	 18.940000	 52.000000
151	 19.270000	 53.000000
152	 16.560000	 53.000000
153	 17.870000	 55.000000
154	 17.500000	 53.000000
155	 18.230000	 53.000000
156	 19.245000	 53.000000
157	 17.240000	 52.000000
158	 17.520000	 54.000000
159	 18.705000	 52.000000
160	 18.725000	 53.000000
161	 18.145000	 53.000000
162	 16.740000	 53.000000
163	 19.610000	 52.000000
164	 14.785000	 53.000000
165	 18.195000	 52.000000
166	 19.125000	 53.000000
167	 17.060000	 52.000000
168	 18.465000	 53.000000
169	 16.920000	 53.000000
170	 16.970000	 53.000000
171	 16.550000	 52.000000
172	 19.710000	 53.000000
173	 15.415000	 51.000000
174	 18.275000	 52.000000
175	 15.470000	 51.000000
176	 18.780000	 53.000000
177	 18.335000	 54.000000
178	 16.080000	 52.000000
179	 16.530000	 51.000000
180	 15.675000	 54.000000
181	 20.135000	 53.000000
182	 17.135000	 52.000000
183	 17.230000	 51.000000
184	 18.240000	 52.000000
185	 18.270000	 52.000000
186	 15.705000	 54.000000
187	 18.500000	 53.000000
188	 17.420000	 51.000000
189	 17.540000	 51.000000
190	 20.645000	 52.000000
191	 17.995000	 52.000000
192	 18.430000	 50.000000
193	 15.480000	 51.000000
194	 18.960000	 52.000000
195	 16.000000	 52.000000
196	 16.735000	 52.000000
197	 17.875000	 53.000000
198	 19.820000	 53.000000
199	 16.460000	 51.000000
